"ensembl_gene_id","hgnc_symbol","description","gene_biotype","chromosome_name","start_position","end_position"
"ENSG00000070831","CDC42","cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]","protein_coding","1",22025511,22101360
"ENSG00000070886","EPHA8","EPH receptor A8 [Source:HGNC Symbol;Acc:HGNC:3391]","protein_coding","1",22563489,22603595
"ENSG00000074800","ENO1","enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]","protein_coding","1",8861000,8879190
"ENSG00000074964","ARHGEF10L","Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]","protein_coding","1",17539698,17697874
"ENSG00000075151","EIF4G3","eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]","protein_coding","1",20806292,21176888
"ENSG00000076864","RAP1GAP","RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]","protein_coding","1",21596215,21669363
"ENSG00000077549","CAPZB","capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]","protein_coding","1",19338775,19485539
"ENSG00000078369","GNB1","G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]","protein_coding","1",1785285,1891117
"ENSG00000078808","SDF4","stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]","protein_coding","1",1216909,1232067
"ENSG00000078900","TP73","tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]","protein_coding","1",3652516,3736201
"ENSG00000083444","PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]","protein_coding","1",11934205,11975538
"ENSG00000088280","ASAP3","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]","protein_coding","1",23428563,23484568
"ENSG00000090020","SLC9A1","solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]","protein_coding","1",27098809,27166981
"ENSG00000090273","NUDC","nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]","protein_coding","1",26900238,26946871
"ENSG00000090432","MUL1","mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]","protein_coding","1",20499448,20508151
"ENSG00000090686","USP48","ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]","protein_coding","1",21678298,21783606
"ENSG00000097021","ACOT7","acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]","protein_coding","1",6264269,6393767
"ENSG00000107404","DVL1","dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]","protein_coding","1",1335276,1349418
"ENSG00000116138","DNAJC16","DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]","protein_coding","1",15526813,15592379
"ENSG00000116151","MORN1","MORN repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25852]","protein_coding","1",2321253,2391707
"ENSG00000116198","CEP104","centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866]","protein_coding","1",3812086,3857396
"ENSG00000116213","WRAP73","WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]","protein_coding","1",3630767,3652761
"ENSG00000116237","ICMT","isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]","protein_coding","1",6221193,6235972
"ENSG00000116251","RPL22","ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]","protein_coding","1",6185020,6209389
"ENSG00000116254","CHD5","chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16816]","protein_coding","1",6101787,6180321
"ENSG00000116273","PHF13","PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]","protein_coding","1",6613731,6624030
"ENSG00000116285","ERRFI1","ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]","protein_coding","1",8004404,8026309
"ENSG00000116288","PARK7","Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]","protein_coding","1",7954291,7985505
"ENSG00000116329","OPRD1","opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153]","protein_coding","1",28812142,28871267
"ENSG00000116350","SRSF4","serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]","protein_coding","1",29147743,29181900
"ENSG00000116353","MECR","mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691]","protein_coding","1",29192657,29230942
"ENSG00000116649","SRM","spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]","protein_coding","1",11054584,11060020
"ENSG00000116661","FBXO2","F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]","protein_coding","1",11637018,11655785
"ENSG00000116663","FBXO6","F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]","protein_coding","1",11664200,11674354
"ENSG00000116670","MAD2L2","mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]","protein_coding","1",11674480,11691650
"ENSG00000116685","KIAA2013","KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]","protein_coding","1",11919591,11926428
"ENSG00000116688","MFN2","mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]","protein_coding","1",11980181,12015211
"ENSG00000116691","MIIP","migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]","protein_coding","1",12019466,12032045
"ENSG00000116721","PRAMEF1","PRAME family member 1 [Source:HGNC Symbol;Acc:HGNC:28840]","protein_coding","1",12791397,12796628
"ENSG00000116726","PRAMEF12","PRAME family member 12 [Source:HGNC Symbol;Acc:HGNC:22125]","protein_coding","1",12773738,12777906
"ENSG00000116731","PRDM2","PR/SET domain 2 [Source:HGNC Symbol;Acc:HGNC:9347]","protein_coding","1",13700198,13825079
"ENSG00000116771","AGMAT","agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]","protein_coding","1",15571699,15585051
"ENSG00000116786","PLEKHM2","pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]","protein_coding","1",15684320,15734769
"ENSG00000116809","ZBTB17","zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]","protein_coding","1",15941869,15976132
"ENSG00000117115","PADI2","peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]","protein_coding","1",17066761,17119451
"ENSG00000117118","SDHB","succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]","protein_coding","1",17018722,17054032
"ENSG00000117122","MFAP2","microfibril associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]","protein_coding","1",16974502,16980632
"ENSG00000117148","ACTL8","actin like 8 [Source:HGNC Symbol;Acc:HGNC:24018]","protein_coding","1",17755333,17827063
"ENSG00000117154","IGSF21","immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]","protein_coding","1",18107798,18378483
"ENSG00000117215","PLA2G2D","phospholipase A2 group IID [Source:HGNC Symbol;Acc:HGNC:9033]","protein_coding","1",20111939,20119566
"ENSG00000117245","KIF17","kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167]","protein_coding","1",20664014,20718017
"ENSG00000117298","ECE1","endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]","protein_coding","1",21217247,21345572
"ENSG00000117305","HMGCL","3-hydroxy-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005]","protein_coding","1",23801885,23838620
"ENSG00000117308","GALE","UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]","protein_coding","1",23795599,23800781
"ENSG00000117318","ID3","inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]","protein_coding","1",23557926,23559501
"ENSG00000117602","RCAN3","RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]","protein_coding","1",24502351,24541040
"ENSG00000117614","SYF2","SYF2 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:19824]","protein_coding","1",25222276,25232502
"ENSG00000117616","RSRP1","arginine and serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:25234]","protein_coding","1",25242249,25338213
"ENSG00000117632","STMN1","stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]","protein_coding","1",25884181,25906991
"ENSG00000117640","MTFR1L","mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]","protein_coding","1",25818640,25832942
"ENSG00000117643","MAN1C1","mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]","protein_coding","1",25616791,25786206
"ENSG00000117676","RPS6KA1","ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]","protein_coding","1",26529761,26575030
"ENSG00000117682","DHDDS","dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603]","protein_coding","1",26432282,26471306
"ENSG00000117713","ARID1A","AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]","protein_coding","1",26693236,26782104
"ENSG00000117748","RPA2","replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290]","protein_coding","1",27891524,27914746
"ENSG00000117751","PPP1R8","protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]","protein_coding","1",27830782,27851676
"ENSG00000117758","STX12","syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430]","protein_coding","1",27773219,27824443
"ENSG00000120656","TAF12","TATA-box binding protein associated factor 12 [Source:HGNC Symbol;Acc:HGNC:11545]","protein_coding","1",28589323,28643085
"ENSG00000120937","NPPB","natriuretic peptide B [Source:HGNC Symbol;Acc:HGNC:7940]","protein_coding","1",11857464,11858945
"ENSG00000120942","UBIAD1","UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]","protein_coding","1",11273198,11296049
"ENSG00000120948","TARDBP","TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]","protein_coding","1",11012344,11030528
"ENSG00000120949","TNFRSF8","TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]","protein_coding","1",12063303,12144207
"ENSG00000120952","PRAMEF2","PRAME family member 2 [Source:HGNC Symbol;Acc:HGNC:28841]","protein_coding","1",12857086,12861909
"ENSG00000125944","HNRNPR","heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047]","protein_coding","1",23303771,23344336
"ENSG00000125945","ZNF436","zinc finger protein 436 [Source:HGNC Symbol;Acc:HGNC:20814]","protein_coding","1",23359448,23369836
"ENSG00000126698","DNAJC8","DnaJ heat shock protein family (Hsp40) member C8 [Source:HGNC Symbol;Acc:HGNC:15470]","protein_coding","1",28199456,28233029
"ENSG00000126705","AHDC1","AT-hook DNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25230]","protein_coding","1",27534035,27604431
"ENSG00000126709","IFI6","interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]","protein_coding","1",27666064,27672212
"ENSG00000127054","INTS11","integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]","protein_coding","1",1311585,1324687
"ENSG00000127423","AUNIP","aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:HGNC:28363]","protein_coding","1",25831913,25859458
"ENSG00000127463","EMC1","ER membrane protein complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28957]","protein_coding","1",19215660,19251527
"ENSG00000127472","PLA2G5","phospholipase A2 group V [Source:HGNC Symbol;Acc:HGNC:9038]","protein_coding","1",20028179,20091911
"ENSG00000127481","UBR4","ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]","protein_coding","1",19074510,19210266
"ENSG00000127483","HP1BP3","heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]","protein_coding","1",20740266,20787323
"ENSG00000130695","CEP85","centrosomal protein 85 [Source:HGNC Symbol;Acc:HGNC:25309]","protein_coding","1",26234200,26278808
"ENSG00000130762","ARHGEF16","Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]","protein_coding","1",3454665,3481113
"ENSG00000130764","LRRC47","leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207]","protein_coding","1",3778559,3796498
"ENSG00000130766","SESN2","sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]","protein_coding","1",28259518,28282491
"ENSG00000130768","SMPDL3B","sphingomyelin phosphodiesterase acid like 3B [Source:HGNC Symbol;Acc:HGNC:21416]","protein_coding","1",27935000,27959157
"ENSG00000130770","ATP5IF1","ATP synthase inhibitory factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:871]","protein_coding","1",28236109,28246906
"ENSG00000130772","MED18","mediator complex subunit 18 [Source:HGNC Symbol;Acc:HGNC:25944]","protein_coding","1",28329002,28335965
"ENSG00000130775","THEMIS2","thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]","protein_coding","1",27872543,27886685
"ENSG00000130939","UBE4B","ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]","protein_coding","1",10032832,10181239
"ENSG00000130940","CASZ1","castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]","protein_coding","1",10636604,10796650
"ENSG00000131584","ACAP3","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]","protein_coding","1",1292390,1309609
"ENSG00000131591","C1orf159","chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]","protein_coding","1",1081818,1116361
"ENSG00000131686","CA6","carbonic anhydrase 6 [Source:HGNC Symbol;Acc:HGNC:1380]","protein_coding","1",8945867,8975092
"ENSG00000131697","NPHP4","nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]","protein_coding","1",5862811,5992473
"ENSG00000131910","NR0B2","nuclear receptor subfamily 0 group B member 2 [Source:HGNC Symbol;Acc:HGNC:7961]","protein_coding","1",26911489,26913975
"ENSG00000131914","LIN28A","lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]","protein_coding","1",26410817,26429728
"ENSG00000132879","FBXO44","F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847]","protein_coding","1",11654375,11663327
"ENSG00000132881","CPLANE2","ciliogenesis and planar polarity effector 2 [Source:HGNC Symbol;Acc:HGNC:28127]","protein_coding","1",16231692,16237183
"ENSG00000132906","CASP9","caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]","protein_coding","1",15490832,15526534
"ENSG00000133216","EPHB2","EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]","protein_coding","1",22710839,22921500
"ENSG00000133226","SRRM1","serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]","protein_coding","1",24631716,24673281
"ENSG00000142583","SLC2A5","solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]","protein_coding","1",9035106,9088478
"ENSG00000142599","RERE","arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]","protein_coding","1",8352397,8848921
"ENSG00000142606","MMEL1","membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]","protein_coding","1",2590639,2633016
"ENSG00000142609","CFAP74","cilia and flagella associated protein 74 [Source:HGNC Symbol;Acc:HGNC:29368]","protein_coding","1",1921951,2003837
"ENSG00000142611","PRDM16","PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]","protein_coding","1",3069168,3438621
"ENSG00000142615","CELA2A","chymotrypsin like elastase 2A [Source:HGNC Symbol;Acc:HGNC:24609]","protein_coding","1",15456728,15472091
"ENSG00000142619","PADI3","peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]","protein_coding","1",17249098,17284233
"ENSG00000142621","FHAD1","forkhead associated phosphopeptide binding domain 1 [Source:HGNC Symbol;Acc:HGNC:29408]","protein_coding","1",15236521,15400283
"ENSG00000142623","PADI1","peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]","protein_coding","1",17205128,17246007
"ENSG00000142627","EPHA2","EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]","protein_coding","1",16124337,16156069
"ENSG00000142632","ARHGEF19","Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]","protein_coding","1",16197854,16212652
"ENSG00000142634","EFHD2","EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]","protein_coding","1",15409888,15430339
"ENSG00000142655","PEX14","peroxisomal biogenesis factor 14 [Source:HGNC Symbol;Acc:HGNC:8856]","protein_coding","1",10472288,10630758
"ENSG00000142657","PGD","phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]","protein_coding","1",10398592,10420511
"ENSG00000142661","MYOM3","myomesin 3 [Source:HGNC Symbol;Acc:HGNC:26679]","protein_coding","1",24056035,24112135
"ENSG00000142669","SH3BGRL3","SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]","protein_coding","1",26280086,26281522
"ENSG00000142675","CNKSR1","connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol;Acc:HGNC:19700]","protein_coding","1",26177484,26189884
"ENSG00000142676","RPL11","ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]","protein_coding","1",23691742,23696835
"ENSG00000142677","IL22RA1","interleukin 22 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:13700]","protein_coding","1",24119771,24143140
"ENSG00000142684","ZNF593","zinc finger protein 593 [Source:HGNC Symbol;Acc:HGNC:30943]","protein_coding","1",26169908,26170873
"ENSG00000142733","MAP3K6","mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]","protein_coding","1",27354067,27366961
"ENSG00000142748","FCN3","ficolin 3 [Source:HGNC Symbol;Acc:HGNC:3625]","protein_coding","1",27369110,27374824
"ENSG00000142751","GPN2","GPN-loop GTPase 2 [Source:HGNC Symbol;Acc:HGNC:25513]","protein_coding","1",26876132,26890283
"ENSG00000142765","SYTL1","synaptotagmin like 1 [Source:HGNC Symbol;Acc:HGNC:15584]","protein_coding","1",27342020,27353937
"ENSG00000142784","WDTC1","WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]","protein_coding","1",27234632,27308636
"ENSG00000142789","CELA3A","chymotrypsin like elastase 3A [Source:HGNC Symbol;Acc:HGNC:15944]","protein_coding","1",22001657,22012542
"ENSG00000142794","NBPF3","NBPF member 3 [Source:HGNC Symbol;Acc:HGNC:25076]","protein_coding","1",21440128,21485005
"ENSG00000142798","HSPG2","heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]","protein_coding","1",21822244,21937310
"ENSG00000149527","PLCH2","phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]","protein_coding","1",2425980,2505532
"ENSG00000157191","NECAP2","NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]","protein_coding","1",16440721,16460078
"ENSG00000157330","C1orf158","chromosome 1 open reading frame 158 [Source:HGNC Symbol;Acc:HGNC:28567]","protein_coding","1",12746200,12763699
"ENSG00000157870","PRXL2B","peroxiredoxin like 2B [Source:HGNC Symbol;Acc:HGNC:28390]","protein_coding","1",2586491,2591469
"ENSG00000157873","TNFRSF14","TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]","protein_coding","1",2555639,2565382
"ENSG00000157881","PANK4","pantothenate kinase 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:19366]","protein_coding","1",2508537,2526597
"ENSG00000157911","PEX10","peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]","protein_coding","1",2403964,2413797
"ENSG00000157916","RER1","retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]","protein_coding","1",2391775,2405442
"ENSG00000157933","SKI","SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]","protein_coding","1",2228319,2310213
"ENSG00000157978","LDLRAP1","low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:18640]","protein_coding","1",25543606,25568886
"ENSG00000158006","PAFAH2","platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579]","protein_coding","1",25959767,25998117
"ENSG00000158008","EXTL1","exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]","protein_coding","1",26019884,26036464
"ENSG00000158014","SLC30A2","solute carrier family 30 member 2 [Source:HGNC Symbol;Acc:HGNC:11013]","protein_coding","1",26037252,26046118
"ENSG00000158022","TRIM63","tripartite motif containing 63 [Source:HGNC Symbol;Acc:HGNC:16007]","protein_coding","1",26051301,26068436
"ENSG00000158055","GRHL3","grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839]","protein_coding","1",24319357,24364482
"ENSG00000158062","UBXN11","UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]","protein_coding","1",26281328,26318363
"ENSG00000158109","TPRG1L","tumor protein p63 regulated 1 like [Source:HGNC Symbol;Acc:HGNC:27007]","protein_coding","1",3625015,3630127
"ENSG00000158156","XKR8","XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508]","protein_coding","1",27959588,27968093
"ENSG00000158161","EYA3","EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3521]","protein_coding","1",27970344,28088637
"ENSG00000158195","WASF2","WASP family member 2 [Source:HGNC Symbol;Acc:HGNC:12733]","protein_coding","1",27404230,27490167
"ENSG00000158246","TENT5B","terminal nucleotidyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:28273]","protein_coding","1",27005020,27012850
"ENSG00000158286","RNF207","ring finger protein 207 [Source:HGNC Symbol;Acc:HGNC:32947]","protein_coding","1",6205475,6221299
"ENSG00000158292","GPR153","G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]","protein_coding","1",6247353,6261098
